COCO_val2014_000000385625.jpg,A
COCO_val2014_000000385842.jpg,D
COCO_val2014_000000385856.jpg,D
COCO_val2014_000000385779.jpg,C
COCO_val2014_000000385757.jpg,B
COCO_val2014_000000385633.jpg,A
COCO_val2014_000000385580.jpg,A
COCO_val2014_000000385719.jpg,B
COCO_val2014_000000385781.jpg,C
COCO_val2014_000000385669.jpg,B
COCO_val2014_000000385877.jpg,D
COCO_val2014_000000385598.jpg,A
COCO_val2014_000000385861.jpg,D
COCO_val2014_000000385873.jpg,D
COCO_val2014_000000385796.jpg,C
COCO_val2014_000000385641.jpg,B
COCO_val2014_000000385586.jpg,A
COCO_val2014_000000385707.jpg,B
COCO_val2014_000000385786.jpg,C
COCO_val2014_000000385770.jpg,C
